0.991769547325	0.00411522633745	0.00411522633745	
0.994490358127	0.00275482093664	0.00275482093664	
0.0028328611898	0.0311614730878	0.966005665722	
0.106796116505	0.00970873786408	0.883495145631	
0.207547169811	0.0188679245283	0.77358490566	
0.00653594771242	0.986928104575	0.00653594771242	
0.00171526586621	0.619210977702	0.379073756432	
0.0627306273063	0.456334563346	0.480934809348	
0.00970873786408	0.980582524272	0.00970873786408	
0.00353356890459	0.992932862191	0.00353356890459	
0.00518134715026	0.989637305699	0.00518134715026	
